University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
Northeastern University,Admit,Artificial Intelligence,Fall 2020,168,156,4,324,107,Vellore Institute of Technology,Computer Science,9.1,1,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,159,146,3.5,305,N/A,B.N.M Institute of Technology,Computer Science,70.89,N/A,21 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,168,152,3.5,320,100,NIT Rourkela,Computer Science,7.5,0,40 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,155,142,3,297,89,VJTI,Computer Science,6.83,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,169,158,4.5,327,113,Manipal Institute of Technology,Computer Science,8.79,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,164,155,3.5,319,110,University of Mumbai,ECE,8.5,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,166,150,4,316,109,BIT Mesra,EEE,7.23,0,52 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,162,153,4,315,112,PSG College of Technology,Mechanical Engineering,8.01,N/A,24 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,160,152,3.5,312,7.5,"college of engineering, trivandrum",ECE,6.91,0,37 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,158,149,1,307,7.5,Symbiosis University of Applied Sciences,Computer Science,9.27,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2019,169,146,3.5,315,92,"Saraswati College Of Engineering, Kharghar",Computer Science,9.21,0,6 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2016,167,150,N/A,317,92,"Vellore Institute of Technology (VIT University), Vellore",ECE,7.67,0,5 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2012,150,159,N/A,309,N/A,Thiagarajar College of Engineering,ECE,7.9,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2015,164,144,4,308,97,INSTITUTE OF ENGINEERING AND TECHNOLOGY,Electronics and Telecommunication,73.4,0,3 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,165,155,N/A,320,101,"Shri Vaishnav Institute of Technology & Science, Indore",Instrumentation Engineering,6.5,1,10 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,160,150,N/A,310,100,"Fr. C. Rodrigues Institute Of Technology, Vashi, Mumbai",EEE,53.4,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,163,155,3.5,318,109,University of Mumbai,Electronics Engineering,70.5,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2013,160,150,3.5,310,N/A,VELAMMAL ENGINEERING COLLEGE,EEE,8.62,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,159,155,3.5,314,102,Sardar Patel University,ECE,3.45,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2014,170,149,N/A,319,95,"Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai",EEE,8.2,1,16 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,166,163,4.5,329,110,Gujarat University,EEE,75.6,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2014,159,147,3,306,105,MGIT - JNTUH,EEE,73,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2013,157,136,3.5,293,87,RTM Nagpur  University/ SRCOEM,Electrical Engineering,65.03,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,161,158,3.5,319,110,University of Pune,Electronics and Telecommunication,62,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2016,160,150,N/A,310,105,"Sri Sairam Engineering College (SSEC), West Tambaram, Chennai",EEE,8,1,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,169,154,N/A,323,107,"DJ Sanghvi College Of Engineering, Vile Parle, Mumbai",ECE,66,0,5 Mo
Northeastern University,Admit,Electrical Engineering,Spring 2011,151,148,4,299,97,Anna University,ECE,71,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,170,152,N/A,322,103,"YMCA University of Science and Technology, Faridabad",ECE,8.48,0,5 Mo
Northeastern University,Admit,Electrical Engineering,Spring 2016,161,147,N/A,308,101,N/A,N/A,9.04,0,5 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,155,159,4.5,314,111,Veer Narmad South Gujarat  University,Instrumentation and Control Engineering,64,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2013,155,150,3,305,N/A,Anna University,ENI,78,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2012,159,160,3.5,319,100,SSN COLLEGE OF ENGG,EEE,8.61,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,164,152,3.5,316,110,K J SOMAIYA COLLEGE OF ENGG,Electronics Engineering,75,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,163,158,3,321,110,k j somaiya college of engg,Electronics Engineering,63.45,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,152,143,N/A,295,6.5,"Ramrao Adik Institute of Technology (RAIT), Nerul, Mumbai",ECE,65,1,16 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2016,170,160,N/A,330,118,"Birla Institute of Technology & Science (BITS Pilani) KK Birla, Zuarinagar",EEE,9,0,10 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,155,156,3,311,105,Uttar Pradesh Technical University,ECE,65.2,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,169,153,4.5,322,114,MDU/Manav Rachna College of Engineering,ENI,74.32,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2013,166,150,3,316,108,Sardar vallabhbhai institute of technology,ECE,8.27,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,161,146,N/A,307,89,"DJ Sanghvi College Of Engineering, Vile Parle, Mumbai",EEE,72,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,157,149,3.5,306,103,VTU,ECE,72.75,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2013,164,153,4,317,108,"RGTU, Bhopal",ECE,75,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,161,153,3,314,101,Nagpur University,Electronics Engineering,76,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Spring 2013,159,143,3,302,94,"Jaypee Institiute of Information Technology, Noida",ECE,7,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2011,166,156,5,322,106,Jadavpur University,Power Engineering,7.8,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2013,166,159,4,325,110,MEC (CUSAT),ECE,73,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,163,162,4.5,325,109,University of Mumbai,Electronics and Telecommunication,68.03,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,167,152,N/A,319,102,N/A,N/A,8.5,0,5 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2006,159,156,4,315,112,"MGMCET,Mumbai University",Electronics and Telecommunication,67,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,168,146,N/A,314,99,"College of Engineering - Guindy (CEG), Anna University Campus, Guindy, Che",ECE,77,0,10 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,165,153,N/A,318,110,"Cochin university of science and technology, Kochi",EEE,8.34,0,10 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,158,148,3.5,306,103,N/A,ECE,8.18,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2014,167,152,3.5,319,95,KIIT UNIVERSITY,Electrical Engineering,7.74,0,3 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2014,163,149,N/A,312,102,"MEFGI, Rajkot",ECE,6.99,0,5 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,166,157,3.5,323,105,R.A.I.T | Mumbai University,Instrumentation Engineering,60,0,10 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,161,145,3,306,102,Sri Manakula Vinayagar Engineering College,EEE,8.53,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2016,159,155,N/A,314,113,"jiit noida, Noida",ECE,8,1,10 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,160,155,3,315,80,University of Mumbai,Electronics Engineering,55,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2012,166,158,2.5,324,101,kakatiya institute of technology and science,ECE,70.1,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,158,157,3,315,100,Y.C.C.E,Electronics Engineering,74,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2011,166,168,3.5,334,106,DU,EEE,71,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2014,165,147,N/A,312,93,"DJ Sanghvi College Of Engineering, Vile Parle, Mumbai",ECE,67.3,1,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2016,165,165,N/A,330,109,"Nirma University, Ahmedabad",EEE,6.39,1,10 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,158,153,N/A,311,94,N/A,N/A,69.9,0,5 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2014,168,152,3.5,320,N/A,"mharana pratap college of technology , gwalior",Electrical Engineering,74.8,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,168,152,N/A,320,104,N/A,N/A,7.88,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,150,147,N/A,297,92,N/A,N/A,62,1,25 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,161,145,3,306,104,"University institute of engineering and technology,panjab university, chand",EEE,62,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,161,149,2.5,310,92,University of Pune,Electronics and Telecommunication,8.57,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall -1,165,153,4,318,106,Jadavpur University,Electrical Engineering,7.98,2,24 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,163,146,N/A,309,104,N/A,N/A,8.7,0,16 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2011,158,151,4,309,104,Univ. of Mumbai,Electronics Engineering,61,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2016,167,161,N/A,328,117,"Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai",ECE,9.2,0,5 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,164,155,3,319,100,University of Mumbai/VESIT,Electronics and Telecommunication,70,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,160,154,3.5,314,91,"GHRCE, Nagpur",Electronics and Telecommunication,73,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,159,149,3,308,81,GTU,ECE,7.16,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2012,153,145,4,298,91,U.P.T.U,EEE,71.16,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2015,164,150,N/A,314,110,"Hindustan University - Hindustan Institute of Science & Technology (HITS),",ECE,7.75,0,5 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2012,157,143,3,300,105,"National Institute of Engineering,Mysore",ECE,81.4,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2013,155,142,3,297,93,N/A,ECE,63,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2013,159,150,3,309,105,N/A,N/A,N/A,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,158,150,3,308,97,Anna university/ Sri sai ram engineering college,EEE,82,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,163,149,N/A,312,98,"Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai",Information Technology,59.67,0,16 Mo
Northeastern University,Admit,Electrical Engineering,Spring 2015,165,149,4,314,98,Vellore Institute of Technology,Electrical Engineering,8.1,2,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2013,162,160,N/A,322,118,"West Bengal University of Technology, Calcutta",ECE,7.89,0,0 Mo
Northeastern University,Admit,Electrical Engineering,Fall 2012,159,154,4,313,109,West Bengal University of Technology/Netaji Subhash Engineering College,Electrical Engineering,8.6,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,156,150,N/A,306,6.5,"Bangalore Institute Of Technology, Bengaluru",EEE,85,0,16 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,166,146,4,312,104,University of Mumbai,Electronics and Telecommunication,75,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Spring 2012,163,143,3.5,306,93,University of Mumbai,Instrumentation Engineering,70,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2011,163,156,3.5,319,101,JNTU/CVR,ECE,70,0,0 Mo
Northeastern University,Reject,Electrical Engineering,Fall 2015,158,155,N/A,313,100,"Dwarkadas. J.Sanghvi college of engineering, Mumbai",ECE,64.6,1,0 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,162,149,3.5,311,7,uttar pradesh technical university,Biotechnology,7.3,N/A,0 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,158,150,4.5,308,108,Thakur College of Engineering and Technology,Computer Engineering,7.9,0,0 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,158,145,3,303,7.5,Vellore Institute of Technology,Computer Science,6.94,N/A,0 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,155,147,3,302,7,"Department of Technology, Shivaji University, Kolhapur",Computer Science,8.62,N/A,0 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,163,152,3,315,104,Chaitanya Bharathi Institute of Technology,Computer Science,7.2,N/A,28 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,161,145,3,306,7,Valliammai Engineering College,ECE,6.46,1,22 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,166,155,4,321,7.5,B M S College of engineering,Telecommunication Engineering,8.11,N/A,16 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,159,150,3.5,309,8,"NBN Sinhgad School Of Engineering, Pune",ECE,60.79,N/A,0 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,N/A,N/A,N/A,N/A,7,Cotton College,Economics,5.89,N/A,11 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,161,149,3.5,310,7,St Peters Engineering College,Mechanical Engineering,67.7,N/A,16 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,158,147,3.5,305,7,SVCE Indore,Mechanical Engineering,6.6,1,39 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,155,148,3.5,303,7,vvp engineering college rajkot,Computer Science,8,N/A,71 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,153,142,3.5,295,7,Vellore Institute of Technology,Computer Science,7.44,N/A,26 Mo
Northeastern University,Admit,Business Analytics,Fall 2019,160,140,3.5,300,N/A,DJ Sanghvi College of Engineering,EEE,7.98,0,0 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,159,149,4,308,N/A,Sir M. Visvesvaraya Institute Of Technology (MVIT),ECE,73.86,N/A,18 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,164,159,4.5,323,114,"Jaypee Institute of Information Technology, Noida",Computer Science,77,1,35 Mo
Northeastern University,Admit,Business Analytics,Fall 2019,150,149,3.5,299,7.5,Sinhgad College of Engineering,Mechanical Engineering,61,N/A,38 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,152,147,3,299,6.5,"Sipna College Of Engineering And Technology , Amravati .",Information Technology,8.28,N/A,56 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,154,148,3.5,302,100,Uttar Pradesh technical university,Information Technology,66.2,N/A,26 Mo
Northeastern University,Reject,Business Analytics,Fall 2020,167,146,3.5,313,6.5,Devi Ahilya Vishwavidayalaya,Business Administration,70,N/A,0 Mo
Northeastern University,Admit,Business Analytics,Fall 2020,159,151,4,310,105,West Bengal University of Technology,EEE,8.39,0,17 Mo
Northeastern University,Admit,Business Analytics,Fall 2015,168,159,3,327,105,"PES Institute of Technology, Bangalore",ECE,6.72,0,30 Mo
Northeastern University,Admit,Biomedical Engineering,Fall 2015,156,150,N/A,306,102,N/A,N/A,70,0,5 Mo
Northeastern University,Reject,Biomedical Engineering,Fall 2015,145,143,N/A,288,96,"Dr. D. Y. Patil University, Navi Mumbai",Other,68.4,0,10 Mo
Northeastern University,Admit,Biomedical Engineering,Fall 2016,159,155,N/A,314,106,"Watumull Institute Of Electronics Engineering And Computer Technology, Wor",Biomedical Engineering,8.88,0,5 Mo
Northeastern University,Admit,Biomedical Engineering,Fall 2015,157,144,3.5,301,100,Anna University,N/A,7.8,0,0 Mo
Northeastern University,Reject,Biomedical Engineering,Fall 2006,163,156,3.5,319,112,Sathyabama Inst of Science & Tech,ECE,85,0,0 Mo
Northeastern University,Reject,Biomedical Engineering,Fall 2016,161,146,N/A,307,86,"Rajalakshmi Engineering College (REC), Thandalam, Chennai",Biotechnology Engineering,8.2,1,0 Mo
Northeastern University,Admit,Biomedical Engineering,Fall 2015,154,149,N/A,303,108,N/A,N/A,67,1,5 Mo
Northeastern University,Admit,Biomedical Engineering,Fall -1,157,148,3.5,305,93,"vidyalankar institute of technology, Mumbai",Biomedical Engineering,71.5,0,0 Mo
Northeastern University,Admit,Biotechnology,Fall 2018,157,151,3.5,308,106,SRM University,Biotechnology,8.23,N/A,0 Mo
Northeastern University,Admit,Biotechnology,Fall 2019,162,156,5,318,N/A,"Sardar Patel Institute Of Technology (SPIT), Piludara, Mehsana, Mahesana",Agriculture,8.5,N/A,0 Mo
Northeastern University,Admit,Biotechnology,Fall 2017,153,136,2.5,289,6,St.josephs college of Engineering,Biotechnology,78,0,0 Mo
Northeastern University,Admit,Biotechnology,Fall 2020,154,146,3,300,7.5,R V College of Engineering,Biotechnology,8.78,N/A,0 Mo
Northeastern University,Admit,Biotechnology,Fall 2019,143,151,3.5,294,101,ICLES M.J College,Biotechnology,9.02,N/A,0 Mo
Northeastern University,Admit,Biotechnology,Fall 2018,150,145,2.5,295,N/A,"DY Patil College Of Engineering, Akurdi",Biotechnology,73,N/A,0 Mo
